id,popularity,budget,revenue,original_title,cast,director,runtime,genres,release_date,vote_count,vote_average,release_year,Profit
11515,0.606808,50000000.0,9448082.0,Goya's Ghosts,Javier Bardem|Natalie Portman|Stellan SkarsgÃ¥rd|Randy Quaid|JosÃ© Luis GÃ³mez,MiloÅ¡ Forman,114,Drama,2006-11-08,46,6.7,2006,-40551918.0
9903,0.589842,25000000.0,11772461.0,The Hoax,Richard Gere|Alfred Molina|Marcia Gay Harden|Hope Davis|Julie Delpy,Lasse HallstrÃ¶m,116,Comedy|Drama,2006-10-14,22,6.5,2006,-13227539.0
8975,0.5828760000000001,20000000.0,22165608.0,The Marine,John Cena|Kelly Carlson|Robert Patrick|Abigail Bianca|Anthony Ray Parker,John Bonito,92,Action|Adventure|Drama|Thriller,2006-10-13,94,5.0,2006,2165608.0
7510,0.569422999999999,12000000.0,6754898.0,Running with Scissors,Annette Bening|Brian Cox|Joseph Cross|Joseph Fiennes|Evan Rachel Wood,Ryan Murphy,116,Drama|Comedy,2006-10-27,35,5.6,2006,-5245102.0
10067,0.56593,50000000.0,61112916.0,The Shaggy Dog,Tim Allen|Kristin Davis|Danny Glover|Spencer Breslin|Robert Downey Jr.,Brian Robbins,98,Comedy|Family,2006-03-09,73,4.6,2006,11112916.0
9978,0.564215999999999,40000000.0,23937870.0,Stormbreaker,Alex Pettyfer|Sarah Bolger|Ewan McGregor|Robbie Coltrane|Stephen Fry,Geoffrey Sax,93,Adventure|Action|Family,2006-07-21,120,5.0,2006,-16062130.0
16781,0.552267,6000000.0,57231524.0,Madea's Family Reunion,Tyler Perry|Blair Underwood|Lynn Whitfield|Boris Kodjoe|Lisa Arrindell,Tyler Perry,110,Drama|Comedy|Romance,2006-02-24,63,6.0,2006,51231524.0
9986,0.5366310000000001,85000000.0,144.0,Charlotte's Web,Julia Roberts|Steve Buscemi|John Cleese|Oprah Winfrey|Cedric the Entertainer,Gary Winick,97,Comedy|Family|Fantasy,2006-12-15,161,6.0,2006,-84999856.0
12763,0.530814,30000000.0,34742066.0,Take the Lead,Antonio Banderas|Rob Brown|Yaya DaCosta|Alfre Woodard|John Ortiz,Liz Friedlander,108,Music,2006-03-17,79,6.4,2006,4742066.0
14113,0.529881,35000000.0,12506188.0,Zoom,Tim Allen|Courteney Cox|Chevy Chase|Spencer Breslin|Kevin Zegers,Peter Hewitt,83,Fantasy|Comedy|Family,2006-08-11,84,5.1,2006,-22493812.0
14191,0.514836,12000000.0,23006849.0,Aquamarine,Emma Roberts|Joanna 'JoJo' Levesque|Sara Paxton|Jake McDorman|Arielle Kebbel,Elizabeth Allen Rosenbaum,104,Fantasy|Romance|Family|Comedy,2006-03-03,216,5.9,2006,11006849.0
9952,0.508401,10000000.0,7177143.0,Rescue Dawn,Christian Bale|Steve Zahn|Marshall Bell|Toby Huss|Pat Healy,Werner Herzog,126,Adventure|Drama|War,2006-09-09,158,6.6,2006,-2822857.0
1116,0.5014310000000001,6500000.0,22889018.0,The Wind That Shakes the Barley,Cillian Murphy|PÃ¡draic Delaney|Liam Cunningham|Orla Fitzgerald|Gerard Kearney,Ken Loach,124,Drama|History|War,2006-05-18,71,6.5,2006,16389018.0
2207,0.49670299999999995,55000000.0,65664721.0,16 Blocks,Bruce Willis|Mos Def|David Morse|Jenna Stern|David Zayas,Richard Donner,105,Action|Adventure|Crime|Thriller,2006-03-01,404,6.1,2006,10664721.0
512,0.48989799999999994,4000000.0,31584901.0,Scoop,Scarlett Johansson|Hugh Jackman|Woody Allen|Ian McShane|Kevin McNally,Woody Allen,96,Comedy|Mystery,2006-07-27,208,6.2,2006,27584901.0
17379,0.4819,45000000.0,38399961.0,Last Holiday,Queen Latifah|LL Cool J|Timothy Hutton|Giancarlo Esposito|Alicia Witt,Wayne Wang,112,Adventure|Comedy|Drama,2006-01-13,72,6.4,2006,-6600039.0
1259,0.467297,15000000.0,49469904.0,Notes on a Scandal,Judi Dench|Cate Blanchett|Bill Nighy|Juno Temple|Max Lewis,Richard Eyre,92,Drama|Romance,2006-12-25,119,6.3,2006,34469904.0
9829,0.46315500000000004,15000000.0,76286096.0,United 93,J.J. Johnson|Polly Adams|Trish Gates|Nancy McDoniel|Opal Alladin,Paul Greengrass,111,Drama|History|Crime|Thriller|Action,2006-04-28,180,6.6,2006,61286096.0
13185,0.46186499999999997,994000.0,165000.0,Kidulthood,Aml Ameen|Red Madrell|Noel Clarke|Adam Deacon|Jaime Winstone,Menhaj Huda,89,Drama,2006-03-03,25,6.5,2006,-829000.0
9053,0.45811199999999996,21000000.0,480314.0,DOA: Dead or Alive,Jaime Pressly|Devon Aoki|Holly Valance|Sarah Carter|Natassia Malthe,Corey Yuen Kwai,87,Adventure|Action|Thriller,2006-09-07,116,4.9,2006,-20519686.0
1165,0.45121700000000003,15000000.0,123384128.0,The Queen,Helen Mirren|Michael Sheen|James Cromwell|Sylvia Syms|Helen McCrory,Stephen Frears,103,Drama,2006-09-15,159,6.6,2006,108384128.0
5820,0.441629,60000000.0,77920346.0,The Sentinel,Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Ritchie Coster,Clark Johnson,108,Action|Thriller|Crime,2006-04-19,112,5.6,2006,17920346.0
182,0.437529,32000000.0,5914908.0,The Good German,George Clooney|Cate Blanchett|Tobey Maguire|Tony Curran|Leland Orser,Steven Soderbergh,108,War|Crime|Drama|Mystery|Romance,2006-12-08,46,5.8,2006,-26085092.0
9664,0.43545100000000003,60000000.0,17800000.0,Flyboys,James Franco|Scott Hazell|Mac McDonald|Philip Winchester|Todd Boyce,Tony Bill,140,Action|Adventure|Drama|History|Romance,2006-09-22,179,6.1,2006,-42200000.0
7304,0.433874,15000000.0,9500000.0,Running Scared,Paul Walker|Cameron Bright|Vera Farmiga|Chazz Palminteri|Karel Roden,Wayne Kramer,122,Action|Crime|Drama|Thriller,2006-01-06,174,6.8,2006,-5500000.0
13668,0.405681,25000000.0,16158487.0,Catch and Release,Jennifer Garner|Timothy Olyphant|Kevin Smith|Sam Jaeger|Juliette Lewis,Susannah Grant,111,Comedy|Drama|Romance,2006-10-20,58,6.0,2006,-8841513.0
1975,0.405342,20000000.0,39143839.0,The Grudge 2,Sarah Michelle Gellar|Amber Tamblyn|Edison Chen|Arielle Kebbel|Jennifer Beals,Takashi Shimizu,102,Horror|Thriller,2006-10-13,151,5.3,2006,19143839.0
13197,0.384988,8000000.0,143451.0,10th & Wolf,James Marsden|Brian Dennehy|Leo Rossi|Dennis Hopper|Giovanni Ribisi,Robert Moresco,107,Action|Crime|Drama|Mystery|Thriller,2006-02-19,12,6.0,2006,-7856549.0
9754,0.3804,45000000.0,82800000.0,Firewall,Harrison Ford|Paul Bettany|Virginia Madsen|Carly Schroeder|Jimmy Bennett,Richard Loncraine,105,Thriller,2006-02-10,145,5.4,2006,37800000.0
13249,0.46306800000000004,18000000.0,1196307.0,Seraphim Falls,Liam Neeson|Pierce Brosnan|Michael Wincott|Xander Berkeley|Ed Lauter,David Von Ancken,115,Western|Drama,2006-09-13,65,5.8,2006,-16803693.0
13075,0.36789299999999997,2000000.0,622806.0,Sherrybaby,Maggie Gyllenhaal|Michelle Hurst|Sandra RodrÃ­guez|Danny Trejo|Brad William Henke,Laurie Collyer,96,Drama,2006-09-08,14,6.5,2006,-1377194.0
13495,0.500077,24000000.0,23321954.0,Alatriste,Viggo Mortensen|Elena Anaya|Unax Ugalde|Eduard FernÃ¡ndez|Eduardo Noriega,AgustÃ­n DÃ­az Yanes,145,Action,2006-09-01,31,5.7,2006,-678046.0
2179,0.8771909999999989,22000000.0,13405595.0,Tenacious D in The Pick of Destiny,Jack Black|Kyle Gass|Ronnie James Dio|Tim Robbins|Meat Loaf,Liam Lynch,93,Comedy|Music,2006-11-22,206,6.2,2006,-8594405.0
9895,0.360145,20000000.0,41237648.0,Man of the Year,Robin Williams|Christopher Walken|Laura Linney|Lewis Black|Jeff Goldblum,Barry Levinson,115,Comedy|Drama|Romance|Thriller,2006-10-09,64,5.4,2006,21237648.0
9954,0.357462,20000000.0,37597471.0,The Covenant,Steven Strait|Laura Ramsey|Jessica Lucas|Taylor Kitsch|Chace Crawford,Renny Harlin,97,Action|Adventure|Fantasy|Horror|Science Fiction,2006-09-08,164,5.2,2006,17597471.0
10053,0.33726799999999996,15000000.0,66966987.0,When a Stranger Calls,Camilla Belle|Katie Cassidy|Tommy Flanagan|Brian Geraghty|Clark Gregg,Simon West,87,Horror|Thriller,2006-02-03,123,5.4,2006,51966987.0
9672,0.33058200000000004,13000000.0,1151330.0,Infamous,Sigourney Weaver|Toby Jones|Gwyneth Paltrow|Sandra Bullock|Isabella Rossellini,Douglas McGrath,110,Drama,2006-11-16,24,5.5,2006,-11848670.0
12795,0.32548499999999997,500000.0,745327.0,Another Gay Movie,Michael Carbonaro|Jonah Blechman|Jonathan Chase|Mitch Morris|Ashlie Atkinson,Todd Stephens,92,Comedy|Romance,2006-04-28,28,5.1,2006,245327.0
14194,0.32090799999999997,11000000.0,46396427.0,Dhoom 2,Hrithik Roshan|Abhishek Bachchan|Aishwarya Rai Bachchan|Uday Chopra|Bipasha Basu,Sanjay Gadhvi,147,Drama|Action|Thriller|Crime,2006-11-24,43,6.5,2006,35396427.0
9656,0.312729,9000000.0,21510851.0,Black Christmas,Katie Cassidy|Michelle Trachtenberg|Kristen Cloke|Mary Elizabeth Winstead|Lacey Chabert,Glen Morgan,84,Horror|Thriller,2006-12-25,44,5.3,2006,12510851.0
5172,0.312609,13000000.0,11130889.0,The Astronaut Farmer,Billy Bob Thornton|Virginia Madsen|Max Thieriot|Jasper Polish|Logan Polish,Michael Polish,104,Adventure|Comedy|Drama|Science Fiction,2006-10-15,49,6.2,2006,-1869111.0
10288,0.30727899999999997,8000000.0,426224.0,Fido,Billy Connolly|Carrie-Anne Moss|Dylan Baker|Kesun Loder|Henry Czerny,Andrew Currie,91,Romance|Comedy|Drama|Horror,2006-09-07,61,6.7,2006,-7573776.0
13960,0.30357399999999896,20000000.0,21170563.0,ATL,T.I.|Evan Ross|Jackie Long|Lauren London|Albert Daniels,Christian Robinson,105,Drama,2006-03-31,14,5.3,2006,1170563.0
12526,0.300525,4000000.0,8059140.0,Bug,Ashley Judd|Michael Shannon|Harry Connick Jr.|Lynn Collins|BrÃ­an F. O'Byrne,William Friedkin,102,Horror|Thriller,2006-05-19,61,5.6,2006,4059140.0
9697,0.298124,75000000.0,42285169.0,Lady in the Water,Paul Giamatti|Jeffrey Wright|Bob Balaban|Sarita Choudhury|Cindy Cheung,M. Night Shyamalan,110,Drama|Thriller|Fantasy|Mystery,2006-07-21,187,5.2,2006,-32714831.0
9766,0.282881,30000000.0,41480851.0,Gridiron Gang,Dwayne Johnson|Xzibit|L. Scott Caldwell|Leon Rippy|Kevin Dunn,Phil Joanou,125,Action|Adventure|Crime|Drama,2006-09-15,123,6.5,2006,11480851.0
18925,0.206454,100000.0,10178331.0,Facing the Giants,James Blackwell|Alex Kendrick|Shannen Fields|Chris WIllis|Tracy Goode,Alex Kendrick,111,Drama,2006-09-29,41,6.8,2006,10078331.0
8618,0.326984,4000000.0,13401952.0,The History Boys,Samuel Anderson|James Corden|Stephen Campbell Moore|Richard Griffiths|Frances de la Tour,Nicholas Hytner,109,Comedy|Drama,2006-10-02,27,5.6,2006,9401952.0
16727,0.254596,12000000.0,20138836.0,The Namesake,Kal Penn|Tabu|Irrfan Khan|Sahira Nair|Jacinda Barrett,Mira Nair,122,Drama,2006-09-02,23,7.0,2006,8138836.0
1781,0.251388,1000000.0,46243000.0,An Inconvenient Truth,Al Gore|Billy West|Ronald Reagan|George W. Bush|George H. W. Bush,Davis Guggenheim,100,Documentary,2006-01-24,130,6.5,2006,45243000.0
9809,0.24994899999999998,4000000.0,4630045.0,Let's Go to Prison,Dax Shepard|Will Arnett|Chi McBride|David Koechner|Dylan Baker,Bob Odenkirk,84,Comedy|Crime,2006-11-17,36,5.4,2006,630045.0
11798,0.225633,2380000.0,8176544.0,This Is England,Thomas Turgoose|Stephen Graham|Jo Hartley|Andrew Shim|Vicky McClure,Shane Meadows,101,Drama|Crime,2006-09-12,187,7.1,2006,5796544.0
9842,0.5339659999999989,20000000.0,17807569.0,School for Scoundrels,Billy Bob Thornton|Jon Heder|Jacinda Barrett|Sarah Silverman|Michael Clarke Duncan,Todd Phillips,100,Comedy|Drama|Romance,2006-09-29,53,5.5,2006,-2192431.0
13275,0.209369,26000000.0,17496992.0,Annapolis,James Franco|Donnie Wahlberg|Jim Parrack|Tyrese Gibson|Jordana Brewster,Justin Lin,108,Drama,2006-01-27,56,5.8,2006,-8503008.0
2016,0.20754,14500000.0,22963701.0,IndigÃ¨nes,Jamel Debbouze|Samy Naceri|Roschdy Zem|Sami Bouajila|Bernard Blancan,Rachid Bouchareb,128,Drama|History|War,2006-05-25,52,6.7,2006,8463701.0
14012,0.200545,15000000.0,21000000.0,Flicka,Tim McGraw|Maria Bello|Armie Hammer|Alison Lohman|Ryan Kwanten,Michael Mayer,95,Drama|Family,2006-10-20,37,6.1,2006,6000000.0
10069,0.189838,9000000.0,27105095.0,Stay Alive,Jon Foster|Samaire Armstrong|Frankie Muniz|Jimmi Simpson|Wendell Pierce,William Brent Bell,100,Horror|Thriller,2006-03-24,83,5.3,2006,18105095.0
10093,0.188603,15000000.0,11992014.0,The Return,Adam Scott|Kate Beahan|Sarah Michelle Gellar|Peter O'Brien|Sam Shepard,Asif Kapadia,85,Drama|Thriller,2006-11-10,20,5.2,2006,-3007986.0
14064,0.187319,2000000.0,300000.0,Ten Canoes,Crusoe Kurddal|Jamie Gulpilil|Richard Birrinbirrin|David Gulpilil|Peter Minygululu ,Rolf de Heer|Peter Djigirr,90,Adventure|Comedy|Drama,2006-06-29,12,5.9,2006,-1700000.0
36668,0.157586,210000000.0,234360014.0,X-Men: The Last Stand,Hugh Jackman|Halle Berry|Ian McKellen|Patrick Stewart|Famke Janssen,Brett Ratner,104,Adventure|Action|Science Fiction|Thriller,2006-05-24,2381,6.2,2006,24360014.0
13508,0.145707,1000000.0,1678874.0,Who Killed the Electric Car?,Martin Sheen|Mel Gibson|Tom Hanks,Chris Paine,92,Documentary,2006-01-23,25,6.6,2006,678874.0
13751,0.13304100000000002,8000000.0,18948425.0,Akeelah and the Bee,Keke Palmer|Laurence Fishburne|Angela Bassett|Curtis Armstrong|J.R. Villarreal,Doug Atchison,112,Drama,2006-04-28,46,6.6,2006,10948425.0
9958,0.096955,5000000.0,3833507.0,Trailer Park Boys: The Movie,John Paul Tremblay|Robb Wells|Mike Smith|Patrick Roach|Lucy Decoutere,Mike Clattenburg,95,Action|Comedy,2006-10-06,17,6.3,2006,-1166493.0
16083,0.08424,8000000.0,382267.0,First Snow,Guy Pearce|Piper Perabo|Steven Michael Quezada|J.K. Simmons|Nicholas Ballas,Mark Fergus,101,Drama|Thriller,2006-05-05,15,6.6,2006,-7617733.0
14799,0.078983,12000000.0,5542025.0,For Your Consideration,Catherine O'Hara|Harry Shearer|Parker Posey|Christopher Moynihan|John Michael Higgins,Christopher Guest,86,Comedy|Drama,2006-11-22,18,5.4,2006,-6457975.0
13484,0.139931,79000.0,245000.0,The Foot Fist Way,Danny McBride|Ben Best|Mary Jane Bostic|Jody Hill|Collette Wolfe,Jody Hill,85,Comedy,2006-06-24,19,5.3,2006,166000.0
13856,0.040915,1000000.0,7202.0,Special,Michael Rapaport|Josh Peck|Robert Baker|Jack Kehler|Alexandra Holden,Hal Haberman|Jeremy Passmore,81,Drama|Fantasy|Science Fiction,2006-01-30,13,6.5,2006,-992798.0
673,5.827781,130000000.0,789804554.0,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe|Rupert Grint|Emma Watson|Gary Oldman|David Thewlis,Alfonso CuarÃ³n,141,Adventure|Fantasy|Family,2004-05-31,3550,7.4,2004,659804554.0
393,4.535598,30000000.0,152159461.0,Kill Bill: Vol. 2,Uma Thurman|David Carradine|Daryl Hannah|Michael Madsen|Gordon Liu Chia-Hui,Quentin Tarantino,136,Action|Crime|Thriller,2004-04-16,2346,7.5,2004,122159461.0
9801,3.9904879999999996,50000000.0,40203020.0,Bridget Jones: The Edge of Reason,RenÃ©e Zellweger|Hugh Grant|Colin Firth|Jim Broadbent|Gemma Jones,Beeban Kidron,108,Comedy|Romance,2004-11-10,431,6.0,2004,-9796980.0
38,3.863377,20000000.0,72258126.0,Eternal Sunshine of the Spotless Mind,Jim Carrey|Kate Winslet|Elijah Wood|Mark Ruffalo|Kirsten Dunst,Michel Gondry,108,Science Fiction|Drama|Romance,2004-03-19,2012,7.8,2004,52258126.0
11036,3.4256279999999997,29000000.0,115603229.0,The Notebook,Rachel McAdams|Ryan Gosling|Gena Rowlands|James Garner|Sam Shepard,Nick Cassavetes,123,Romance|Drama,2004-06-25,1929,7.5,2004,86603229.0
9806,3.339406,92000000.0,631442092.0,The Incredibles,Craig T. Nelson|Holly Hunter|Samuel L. Jackson|Jason Lee|Dominique Louis,Brad Bird,115,Action|Adventure|Animation|Family|Science Fiction,2004-11-05,3064,7.2,2004,539442092.0
2502,3.196643,75000000.0,288500217.0,The Bourne Supremacy,Matt Damon|Franka Potente|Brian Cox|Julia Stiles|Karl Urban,Paul Greengrass,108,Action|Drama|Thriller,2004-07-23,1966,7.1,2004,213500217.0
652,3.177517,175000000.0,497409852.0,Troy,Brad Pitt|Orlando Bloom|Eric Bana|Brian Cox|Sean Bean,Wolfgang Petersen,163,War|Adventure|Drama,2004-05-13,1598,6.8,2004,322409852.0
2059,2.906282,100000000.0,347451894.0,National Treasure,Nicolas Cage|Diane Kruger|Justin Bartha|Sean Bean|Jon Voight,Jon Turteltaub,131,Adventure|Action|Thriller|Mystery,2004-11-19,1179,6.4,2004,247451894.0
2048,2.791375,120000000.0,347234916.0,"I, Robot",Will Smith|Bridget Moynahan|Alan Tudyk|James Cromwell|Bruce Greenwood,Alex Proyas,115,Action|Science Fiction,2004-07-15,2339,6.6,2004,227234916.0
1824,2.6686919999999996,75000000.0,196482882.0,50 First Dates,Adam Sandler|Drew Barrymore|Rob Schneider|Sean Astin|Lusia Strus,Peter Segal,99,Comedy|Romance,2004-02-13,1235,6.5,2004,121482882.0
10625,2.629934,17000000.0,129042871.0,Mean Girls,Lindsay Lohan|Rachel McAdams|Tim Meadows|Ana Gasteyer|Amy Poehler,Mark Waters,97,Comedy,2004-04-30,1357,6.8,2004,112042871.0
7131,2.499507,160000000.0,300257475.0,Van Helsing,Hugh Jackman|Kate Beckinsale|Richard Roxburgh|David Wenham|Shuler Hensley,Stephen Sommers,132,Horror|Adventure|Action,2004-05-05,918,5.9,2004,140257475.0
1487,2.361367,66000000.0,99318987.0,Hellboy,Ron Perlman|Selma Blair|Rupert Evans|John Hurt|Jeffrey Tambor,Guillermo del Toro,122,Fantasy|Action|Science Fiction,2004-04-02,1314,6.4,2004,33318987.0
5255,2.241935,165000000.0,305875730.0,The Polar Express,Tom Hanks|Michael Jeter|Eddie Deezen|Chris Coppola|Nona Gaye,Robert Zemeckis,100,Animation|Adventure|Family|Fantasy,2004-11-09,867,6.4,2004,140875730.0
809,2.191033,150000000.0,919838758.0,Shrek 2,Mike Myers|Eddie Murphy|Cameron Diaz|Julie Andrews|Antonio Banderas,Andrew Adamson|Kelly Asbury|Conrad Vernon,93,Adventure|Animation|Comedy|Family|Fantasy,2004-05-19,1676,6.5,2004,769838758.0
1954,2.186534,13000000.0,96060858.0,The Butterfly Effect,Ashton Kutcher|Amy Smart|William Lee Scott|Elden Henson|Melora Walters,Eric Bress|J. Mackye Gruber,113,Science Fiction|Thriller,2004-01-22,1126,7.1,2004,83060858.0
1577,2.17643,45000000.0,129394835.0,Resident Evil: Apocalypse,Milla Jovovich|Sienna Guillory|Oded Fehr|Thomas Kretschmann|Sophie Vavasseur,Alexander Witt,94,Horror|Action|Science Fiction,2004-09-10,756,6.1,2004,84394835.0
163,2.175284,110000000.0,362744280.0,Ocean's Twelve,George Clooney|Brad Pitt|Catherine Zeta-Jones|Julia Roberts|Andy GarcÃ­a,Steven Soderbergh,125,Thriller|Crime,2004-12-09,1376,6.4,2004,252744280.0
693,2.0419549999999997,80000000.0,516642939.0,Meet the Fockers,Ben Stiller|Teri Polo|Robert De Niro|Dustin Hoffman|Barbra Streisand,Jay Roach,115,Comedy|Romance,2004-12-15,782,6.1,2004,436642939.0
435,2.022895,125000000.0,544272402.0,The Day After Tomorrow,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,Roland Emmerich,124,Action|Adventure|Science Fiction|Thriller,2004-05-26,1422,6.1,2004,419272402.0
2567,1.9112060000000002,116000000.0,102000000.0,The Aviator,Leonardo DiCaprio|Cate Blanchett|Kate Beckinsale|John C. Reilly|Alec Baldwin,Martin Scorsese,170,Drama,2004-12-25,834,6.7,2004,-14000000.0
1538,1.8319299999999998,65000000.0,217764291.0,Collateral,Tom Cruise|Jamie Foxx|Jada Pinkett Smith|Mark Ruffalo|Peter Berg,Michael Mann,120,Drama|Crime|Thriller,2004-08-04,810,6.7,2004,152764291.0
747,1.8235970000000001,4000000.0,30039392.0,Shaun of the Dead,Simon Pegg|Nick Frost|Kate Ashfield|Lucy Davis|Dylan Moran,Edgar Wright,99,Horror|Comedy,2004-04-09,1413,7.4,2004,26039392.0
36648,1.792138,65000000.0,128905366.0,Blade: Trinity,Wesley Snipes|Kris Kristofferson|Dominic Purcell|Jessica Biel|Ryan Reynolds,David S. Goyer,123,Science Fiction|Action|Horror|Thriller|Adventure,2004-12-08,800,5.7,2004,63905366.0
594,1.6824919999999999,60000000.0,219417255.0,The Terminal,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci|Chi McBride|Diego Luna,Steven Spielberg,128,Comedy|Drama,2004-06-17,1131,7.0,2004,159417255.0
11774,1.665648,140000000.0,209073645.0,Lemony Snicket's A Series of Unfortunate Events,Jim Carrey|Meryl Streep|Jude Law|Emily Browning|Liam Aiken,Brad Silberling,108,Adventure|Fantasy|Comedy|Family,2004-12-16,747,6.5,2004,69073645.0
70,1.648554,30000000.0,216763646.0,Million Dollar Baby,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,Clint Eastwood,132,Drama,2004-12-14,1355,7.6,2004,186763646.0
8920,1.648211,50000000.0,200804534.0,Garfield,Bill Murray|Breckin Meyer|Jennifer Love Hewitt|Stephen Tobolowsky|Evan Arnold,Peter Hewitt,80,Animation|Comedy|Family,2004-06-10,435,5.2,2004,150804534.0
10555,1.615629,75000000.0,367275019.0,Shark Tale,Will Smith|Robert De Niro|RenÃ©e Zellweger|Jack Black|Angelina Jolie,Bibo Bergeron|Vicky Jenson|Rob Letterman,90,Animation|Action|Comedy|Family,2004-09-20,852,5.8,2004,292275019.0
5137,1.590381,70000000.0,57958696.0,Sky Captain and the World of Tomorrow,Jude Law|Gwyneth Paltrow|Giovanni Ribisi|Angelina Jolie|Bai Ling,Kerry Conran,107,Mystery|Action|Thriller|Science Fiction|Adventure,2004-09-17,249,5.7,2004,-12041304.0
11836,1.556897,30000000.0,140161792.0,The SpongeBob SquarePants Movie,Tom Kenny|Clancy Brown|Rodger Bumpass|Bill Fagerbakke|Carolyn Lawrence,Stephen Hillenburg,87,Animation|Comedy|Family,2004-11-14,348,6.6,2004,110161792.0
1640,1.5397290000000001,6500000.0,98410061.0,Crash,Sandra Bullock|Don Cheadle|Matt Dillon|Michael PeÃ±a|Jennifer Esposito,Paul Haggis,112,Drama,2004-05-28,675,7.1,2004,91910061.0
8699,1.5271540000000001,26000000.0,90574188.0,Anchorman: The Legend of Ron Burgundy,Will Ferrell|Christina Applegate|Paul Rudd|David Koechner|Steve Carell,Adam McKay,94,Comedy,2004-07-09,1002,6.7,2004,64574188.0
10096,1.497252,37000000.0,96455697.0,13 Going On 30,Jennifer Garner|Mark Ruffalo|Judy Greer|Andy Serkis|Kathy Baker,Gary Winick,98,Comedy|Fantasy|Romance,2004-04-13,662,6.1,2004,59455697.0
14442,1.473411,31000000.0,27388767.0,Ella Enchanted,Anne Hathaway|Hugh Dancy|Cary Elwes|Aidan McArdle|Joanna Lumley,Tommy O'Haver,96,Fantasy|Comedy|Family|Romance,2004-04-09,238,5.7,2004,-3611233.0
10591,1.4413610000000001,25000000.0,30411183.0,The Girl Next Door,Emile Hirsch|Elisha Cuthbert|Timothy Olyphant|James Remar|Chris Marquette,Luke Greenfield,108,Comedy,2004-04-09,484,6.2,2004,5411183.0
866,1.428313,25000000.0,116766556.0,Finding Neverland,Johnny Depp|Kate Winslet|Julie Christie|Dustin Hoffman|Freddie Highmore,Marc Forster,106,Drama,2004-10-17,695,7.1,2004,91766556.0
11247,1.408588,19000000.0,70067909.0,A Cinderella Story,Hilary Duff|Jennifer Coolidge|Chad Michael Murray|Dan Byrd|Regina King,Mark Rosman,95,Comedy,2004-07-10,379,5.9,2004,51067909.0
395,1.3487040000000001,70000000.0,171183863.0,AVP: Alien vs. Predator,Sanaa Lathan|Raoul Bova|Ewen Bremner|Colin Salmon|Tommy Flanagan,Paul W.S. Anderson,101,Adventure|Science Fiction|Action,2004-08-12,696,5.5,2004,101183863.0
9472,1.338131,20000000.0,167722310.0,DodgeBall: A True Underdog Story,Vince Vaughn|Christine Taylor|Ben Stiller|Rip Torn|Justin Long,Rawson Marshall Thurber,92,Comedy,2004-06-18,551,6.2,2004,147722310.0
10045,1.327137,12000000.0,9584131.0,Banlieue 13,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri,Pierre Morel,84,Action|Thriller|Science Fiction,2004-11-09,351,6.5,2004,-2415869.0
1966,1.3190680000000001,155000000.0,167298192.0,Alexander,Colin Farrell|Angelina Jolie|Val Kilmer|Jared Leto|Jonathan Rhys Meyers,Oliver Stone,175,War|History|Action|Adventure|Drama,2004-11-21,519,5.6,2004,12298192.0
11282,1.318761,9000000.0,23936908.0,Harold & Kumar Go to White Castle,John Cho|Kal Penn|Paula GarcÃ©s|Neil Patrick Harris|David Krumholtz,Danny Leiner,88,Comedy|Adventure,2004-05-30,414,6.4,2004,14936908.0
176,1.3097530000000002,1200000.0,103911669.0,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,James Wan,103,Horror|Mystery|Crime,2004-10-01,1135,7.1,2004,102711669.0
558,1.304553,200000000.0,783766341.0,Spider-Man 2,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris,Sam Raimi,127,Action|Adventure|Fantasy,2004-06-25,2735,6.4,2004,583766341.0
9352,1.279087,25000000.0,20796847.0,EuroTrip,Scott Mechlowicz|Jacob Pitts|Michelle Trachtenberg|Travis Wester|Vinnie Jones,Jeff Schaffer,93,Comedy,2004-02-20,376,6.4,2004,-4203153.0
9509,1.277711,70000000.0,130293714.0,Man on Fire,Denzel Washington|Dakota Fanning|Marc Anthony|Radha Mitchell|Christopher Walken,Tony Scott,146,Action|Drama|Thriller|Crime,2004-04-23,1002,7.3,2004,60293714.0
5966,1.2306700000000002,42000000.0,171963386.0,Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,John Hamburg,90,Comedy|Romance,2004-01-16,440,5.7,2004,129963386.0
2288,1.2088370000000002,27000000.0,115505027.0,Closer,Natalie Portman|Jude Law|Julia Roberts|Clive Owen|Colin Stinton,Mike Nichols,104,Drama|Romance,2004-12-01,427,6.6,2004,88505027.0
7220,1.1316540000000002,33000000.0,54700105.0,The Punisher,Thomas Jane|John Travolta|Will Patton|Roy Scheider|Laura Harring,Jonathan Hensleigh,124,Action|Crime|Drama,2004-04-15,402,6.0,2004,21700105.0
